business_name,inspection_score,Year,NumberofLocations,Weekend
ESPRESSO ESPRESSIONS CAFE & EATERY,92,2006,110,False
MCDONALD'S,97,2016,646,False
BLUES CENTRAL BAR,96,2016,9,False
THAI VILLAGE RESTAURANT,89,2009,85,False
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,False
HOLIDAY STATIONSTORE #628,94,2004,41,False
"HAN'S TOFU HOUSE, LLC",97,2016,6,False
KIDS' CORP - MULDOON,94,2016,51,False
CARRS #520 - GROCERY,99,2006,36,False
LAKE HOOD ELEMENTARY,100,2001,36,False
CAMPBELL ELEMENTARY SCHOOL,100,2017,40,False
BURGER JIM #1,87,2007,101,False
PEANUT FARM - BAR,92,2009,32,False
TWIN DRAGON,87,2005,127,False
CAROUSEL CHILD CARE CENTER,99,2001,58,False
"HILLCREST CHILDREN'S CTR., INC",95,2007,74,False
NORTH STAR ELEMENTARY SCHOOL,100,2007,46,False
GALLO'S MEXICAN RESTAURANT,83,2016,274,False
GALLO'S MEXICAN RESTAURANT,88,2006,274,False
PHO VIETNAM #4,84,2016,23,False
RONNIE SUSHI 2,86,2017,79,False
UAA - CREEKSIDE COMMONS,91,2008,63,False
GREAT ALASKA PIZZA CO.,97,2017,23,False
SUSITNA ELEMENTARY SCHOOL,99,2007,41,False
CARRS #1809 - RETAIL MEAT,99,2001,21,False
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,90,2007,39,False
PAPA JOHN'S RESTAURANT,100,2009,79,False
CARRS #1817 - STARBUCK'S SNACK BAR,100,2015,22,False
MCDONALD'S,88,2008,646,False
STRAIGHT OUT OF PHILLY ALASKA LLC,100,2005,53,False
CHESTER PARK CORP.,93,2016,60,False
MULDOON PIZZA,93,2007,63,False
KILLER BEE'S ESPRESSO,86,2006,27,False
GASLIGHT BAR,88,2008,18,False
UNCLE JOE'S PIZZERIA #5,93,2005,36,False
5TH AVENUE DELI,94,2006,70,False
PANCHO'S VILLA LOUNGE,96,2008,27,False
CAROUSEL CHILD CARE CENTER,99,2002,58,False
TACO BELL #19953,100,2006,46,False
MR PRIME BEEF,97,2017,37,False
BIG BOY EXPRESS MARKET,99,2001,133,False
ARCTIC ROADRUNNER #2,91,2017,36,False
CHOPSTICKS,91,2016,9,False
CARRS #2628 - DELI,87,2015,48,False
HIDEAWAY BAR,98,2004,34,False
HOLIDAY STATION STORE  #620 SNACK,98,2001,29,False
RAY'S PLACE LLC,92,2007,109,False
EAGLE RIVER CHEVRON-SNACK,95,2016,19,False
TIKAHTNU COMMONS STADIUM 16,94,2016,35,False
PEANUT FARM SPORTS BAR & GRILL,87,2006,50,False
THAI SIAM RESTAURANT,81,2015,56,False
TESORO - HOLLYWOOD SNACK,95,2016,7,False
ANCHORAGE MARRIOTT DOWNTOWN - BAR,98,2008,17,False
88TH ST PIZZA,100,2018,43,False
BURGER JIM #1,87,2007,101,False
FAIRFIELD INN & SUITES,87,2017,28,False
CARRS #1809 - SALAD BAR,94,2007,34,False
LOS ARCOS RESTAURANT,86,2018,79,False
COSTCO WHOLESALE #63 - MEAT,92,2007,26,False
HOLIDAY STATIONSTORE #614,95,2006,39,False
RONNIE SUSHI 2,83,2016,79,False
CHINOOK ELEMENTARY SCHOOL,100,2001,40,False
MCDONALD'S,100,2015,646,False
CAFE AMSTERDAM,100,2008,49,False
PRESTIGE CARE & REHAB CENTER ANCH,99,2016,22,False
WAL-MART CONV. STORE #2070,95,2000,25,False
PROVIDENCE ER COFFEE COURT,100,2008,16,False
BENIHANA RESTAURANT,95,2008,83,False
SERVICE HIGH SCHOOL,95,2001,42,False
O'MALLEY ON THE GREEN - RESTAURANT,98,2006,50,False
ANCHORAGE MICROTEL SNACK BAR,91,2006,28,False
PICCOLINO'S RESTAURANTS INC,100,2015,42,False
SUMMIT SPICE & TEA CO,95,2016,5,False
WAL-MART  STORE #2071,100,2000,19,False
FRED MEYER - RETAIL FISH,98,2008,86,False
ANCHORAGE CORRECTIONAL FACILITY WEST,91,2007,58,False
JACKIE'S PLACE,75,2008,95,False
HACIENDA MEXICAN REST./BAR,97,2006,22,False
DOWNTOWN CHEVRON - SNACK BAR,84,2007,33,False
CHINOOK ELEMENTARY SCHOOL,100,2001,40,False
BELLA VISTA,93,2006,56,False
KODIAK KUP ESPRESSO,95,2009,27,False
FRED MEYER - RETAIL STORE,99,2015,49,False
TRAILSIDE ELEMENTARY SCHOOL,100,2015,38,False
MCDONALD'S,85,2004,646,False
GALLO'S MEXICAN RESTAURANT,92,2004,274,False
HOLIDAY STATIONSTORE #611,100,2004,29,False
HOLIDAY STATIONSTORE #628,95,2000,41,False
CHUGACH PHYSICAL THERAPY,100,2007,26,False
JACK SPRAT,91,2017,34,False
LUIGI'S PIZZA,86,2008,117,False
MT VIEW RED APPLE GROCERY,98,2009,42,False
JALAPENOS MEXICAN RESTAURANT,94,2004,104,False
CARTEE COMPLEX CONCESSION (S),100,2006,15,True
WAL-MART  STORE #2071,100,2017,19,False
CREEKSIDE CHEVRON GROCERY,100,2016,12,False
BEAR TOOTH GRILL,95,2004,75,False
SOUTHSIDE CHEVRON - GROCERY,99,2017,6,False
MCDONALD'S,92,2015,646,False
CLUB PARIS,86,2009,50,False
LEROY'S FAMILY RESTAURANT LLC,89,2015,48,False
COSTCO #63 - PIZZA & DELI,100,2001,37,False
SUBWAY #34109,100,2015,27,False
MT VIEW RED APPLE MKT - MEAT,95,2016,32,False
CHAIR 5,97,2007,72,False
ANCHORAGE SENIOR CENTER,93,2005,95,False
PHO GRILL,83,2017,53,False
MULDOON ELEMENTARY SCHOOL,100,2000,40,False
DIMOND CENTER HOTEL - CAMEL ROCK,100,2003,22,False
PIPER'S RESTAURANT,90,2006,113,False
TACO KING BONIFACE,85,2015,28,False
TRAILSIDE ELEMENTARY SCHOOL,100,2003,38,False
KINLEY'S RESTAURANT & BAR INC,100,2000,71,False
BEAR MOUNTAIN GRILL,88,2017,81,False
CAMP FIRE - CHUGIAK,100,2016,30,False
VILLA PIZZA,92,2006,68,False
OLIVE GARDEN,91,2015,19,False
AK FRESH SEAFOOD & SPICE,95,2016,13,False
RONNIE,87,2009,95,False
WILLARD BOWMAN ELEMENTARY SCH,100,2004,36,False
AFC SUSHI #2628 @ CARRS/SAFEWAY,87,2017,11,False
ICHIBAN RESTAURANT,80,2008,125,False
PHO & THAI CUISINE,75,2016,49,False
BOMBAY DELUXE,95,2017,120,False
SWEET BASIL CAFE,87,2007,96,False
FRED MEYER 00656 - DELI,95,2016,52,False
JASMINE THAI LLC,94,2017,16,False
HOLIDAY STATIONSTORE #614 SNACK,97,2003,57,False
PEANUT FARM SPORTS BAR & GRILL,96,2007,50,False
CENTRALIZED KITCHEN,93,2007,26,False
HILAND MOUNTAIN CORRECTIONAL CTR,86,2008,51,False
PHO VIETNAM RESTAURANT,92,2016,41,False
ROGERS PARK ELEMENTARY SCHOOL,100,2004,38,False
ASIA GARDEN,80,2006,119,False
TEXAS ROADHOUSE OLD SEWARD - REST,82,2018,18,True
TACO GRANDE #1,94,2007,32,False
WHALEY CENTER,100,2004,32,False
BRIGHT BEGINNINGS EARLY LEARNING,91,2006,134,False
BENSON SECONDARY SCHOOL,100,2006,43,False
CHUGIAK EAGLE RIVER SENIOR CENTER - AL,96,2017,30,False
FAITH DAY CARE & LEARNING CENTER,96,2005,43,False
BUCKAROO CLUB,100,2001,19,False
CAMP FIRE - NUNAKA VALLEY,100,2006,43,False
TESORO - SEWARD HWY,97,2015,6,False
SAND LAKE ELEMENTARY SCHOOL,100,2017,19,False
TACO BELL #5649,90,2016,55,False
GALLO'S MEXICAN RESTAURANT,77,2006,274,False
JACKIE'S PLACE,98,2006,95,False
LEROY'S FAMILY RESTAURANT LLC,78,2017,48,False
CARRS #2628 - DELI,96,2006,48,False
DING HOW RESTAURANT,87,2017,196,False
TAKU SCHOOL,100,2009,38,False
SUBWAY OF ALASKA #17981,99,2005,41,False
PITA PIT- SOUTH,93,2015,17,False
FIRE ISLAND RUSTIC BAKESHOP,92,2016,15,False
HOLIDAY STATION STORE #620,99,2004,23,False
BLUE LINE PUB,100,2006,45,False
PANDA EXPRESS,95,2018,11,False
JEEPNEY/ ADOBO GRILL,93,2018,15,False
CAMP FIRE - ALPENGLOW,100,2002,36,False
EAGLE RIVER SNACK BAR,97,2016,56,False
PEGGYS RESTAURANT,88,2005,86,False
TIME OUT LOUNGE,89,2016,15,False
DOUBLE MUSKY INN,99,2000,28,False
INLET VIEW ELEMENTARY SCHOOL,99,2006,38,False
WENDY'S #1,97,2009,63,False
CARRS #1817 - GROCERY,100,2015,26,False
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE SNACKBAR,95,2007,17,False
PEGGYS RESTAURANT,88,2017,86,False
TOFU HOUSE RESTAURANT,82,2017,28,False
HAMBURGER HAVEN,85,2007,129,False
ASIA GARDEN,94,2008,119,False
ANCHORAGE CHRISTIAN NURSERY &,96,2007,32,False
PIPER'S LOUNGE,97,2016,27,False
HOLIDAY STATION STORE #601 SNACK,92,2005,52,False
MILANO'S PIZZA,93,2015,74,False
CARRS #1802 - DELI,93,2008,56,False
CARRS #1807 - DELI,95,2007,59,False
NEW SAGAYA MIDTOWN - GROCERY,94,2000,29,False
FRED MEYER - STARBUCKS,98,2017,82,False
BENIHANA RESTAURANT,95,2004,83,False
BLUE FOX BAR,98,2000,23,False
LONG BRANCH SALOON,97,2005,91,False
AK PACIFIC UNIVERSITY,95,2002,70,False
MIDNIGHT MOON CO INC DBA CAFE DEL MUNDO,90,2016,18,False
HOLIDAY STATIONSTORE #631,94,2004,31,False
GALLO'S MEXICAN RESTAURANT,99,2000,274,False
KOBE TEPPAYAKI HOUSE,80,2009,151,False
FRED MEYER - STARBUCKS,95,2008,82,False
NUNAKA VALLEY SCHOOL,100,2001,37,False
HUMPY'S GREAT ALASKAN ALEHOUSE,85,2016,78,False
ICHIBAN RESTAURANT,99,2003,125,False
LA MEX DIMOND - BAR,98,2002,30,False
HULA HANDS RESTAURANT,91,2005,181,False
QDOBA RESTAURANT CORP,97,2005,40,False
CARRS #1807 - ORIENT EXPRESS,97,2002,47,False
HOLIDAY STATION STORE #639 - SNACK,100,2016,14,False
STEAMDOT ESPRESSO -O'MALLEY CENTER,97,2015,35,False
JEWEL LAKE TASTEE FREEZ,92,2015,65,False
SUBWAY OF ALASKA #14372,93,2008,62,False
HACIENDA MEXICAN RESTAURANT,93,2004,62,False
PIZZA MAN #1,89,2008,83,False
MCLAUGHLIN YOUTH CENTER,83,2001,35,False
HOLIDAY STATIONSTORE #630,91,2007,31,False
BRIGHT BEGINNINGS EARLY LEARNING,93,2003,134,False
HOLIDAY STATIONSTORE #614,96,2008,39,False
TUDOR ELEMENTARY SCHOOL,100,2003,39,False
CARRS #1817 - GROCERY,93,2008,26,False
BURGER JIM #1,94,2004,101,False
TACO KING,93,2007,115,False
HEARTH ARTISAN PIZZA,71,2018,21,False
CARRS #1809 - DELI,94,2001,50,False
LUIGI'S PIZZA,86,2008,117,False
BASKIN ROBBINS #8046,90,2018,54,False
FIRE LAKE ELEMENTARY CAFETERIA,100,2000,38,False
MULDOON ELEMENTARY SCHOOL,100,2002,40,False
CARRS #520 - SALAD BAR,90,2008,32,False
TACO KING IV,93,2016,41,True
RIZEN GRIND,94,2017,8,False
HOLIDAY STATIONSTORE #607,90,2008,32,False
WONDER PARK SCHOOL,100,2016,37,False
WILLIWAW ELEMENTARY SCHOOL,100,2017,38,False
SULLIVAN ARENA PIZZA STAND,100,2016,24,False
POPEYES CHICKEN AND BISCUITS,89,2009,153,False
PERK-UP ESPRESSO,97,2006,70,False
DAWG HOUSE CAFE,94,2007,66,False
KALADI BROTHERS COFFEE,94,2006,99,False
LUCKY 7 MARKET,100,2000,28,False
HOLIDAY STATION STORE #620,98,2015,23,False
WILLIAM TYSON ELEMENTARY,100,2017,38,False
"BARNES & NOBLE BOOKSELLERS, INC",88,2007,36,False
CRAZY HORSE SALOON RESTAURANT,95,2016,41,False
CONGREGATION BETH SHALOM,97,2016,33,False
BLUE FOX BAR,99,2001,23,False
YAK & YETI HIMALAYAN RESTAURANT,88,2009,74,False
LUCKY GROCERY & DELI,96,2015,13,False
CAPTAIN COOK - THE CAFE,82,2007,54,False
CAMP FIRE - NUNAKA VALLEY,99,2002,43,False
DAMI,79,2018,103,False
PHO GRILL,100,2015,53,False
VILLAGE INN #1,86,2015,66,False
HOLIDAY STATIONSTORE #625,89,2016,36,False
ORIENTAL GARDEN,98,2016,23,False
EAST ANCHORAGE HIGH SCHOOL,100,2009,53,False
URSA MAJOR,100,2001,40,False
CARRS #1805 - DELI,92,2000,86,False
SPARE ROOM (HAROLD'S),87,2003,30,False
SUBWAY OF ALASKA #7527,100,2007,53,False
THAI VILLAGE RESTAURANT,93,2005,85,False
HOMEWOOD SUITES ANCHORAGE,92,2016,13,False
ESSENTIAL 1 POWER STOP,87,2006,44,False
HOLIDAY STATION STORE #601,92,2000,42,False
BRADLEY HOUSE,94,2007,54,False
BOMBAY DELUXE,83,2018,120,False
PHO GRILL,90,2016,53,False
SUBWAY OF  ALASKA #21418,100,2007,45,False
PAPA MURPHY'S,96,2017,110,False
THAI SIAM RESTAURANT,81,2017,56,False
CARRS #1807 - SALAD BAR,91,2004,32,False
LAKEFRONT ANCHORAGE COFFEE COVE,91,2017,5,False
HUMPY'S SUB-ZERO,98,2006,38,False
A SLICE OF HEAVEN - M,100,2018,8,True
LAS MARGARITAS,85,2015,54,False
ANCHORAGE MICROTEL SNACK BAR,91,2007,28,False
AURORA SCHOOL,100,2015,42,False
SICILY'S PIZZA,87,2004,323,False
AJ'S RIB-A-GO-GO,100,2015,28,False
BRANDIES,95,2006,34,False
JACKIE'S PLACE,75,2008,95,False
NORTH STAR ELEMENTARY SCHOOL,100,2007,46,False
CARRS #1812 - SALAD BAR,100,2006,36,False
FRED MEYER - DELI,92,2008,189,False
ANCHORAGE CHRISTIAN PRESCHOOL,91,2007,48,False
DOWNTOWN CHEVRON - SNACK BAR,91,2007,33,False
STUDENT NUTRITION CENTER,100,2000,31,False
STUDENT NUTRITION CENTER,100,2015,31,False
CHESTER VALLEY SCHOOL,99,2002,37,False
CAMP FIRE - SCENIC PARK,100,2009,38,False
LAKE OTIS ELEMENTARY SCHOOL,100,2009,38,False
ALASKA PSYCHIATRIC INSTITUTE COFFEE,100,2018,16,False
JALAPENOS MEXICAN RESTAURANT,83,2016,104,False
TACO KING #2,93,2003,89,False
MOMMA O'S SEAFOOD,86,2015,26,False
SOUTHSIDE STRENGTH AND FITNESS,97,2016,9,False
QDOBA RESTAURANT CORP,90,2007,40,False
SUBWAY OF ALASKA #3379,98,2015,55,False
BASKIN ROBBINS #8046,90,2006,54,False
SHOCKWAVE TRAMPOLINE PARK,94,2017,7,False
WENDY'S #9,98,2015,46,False
COSTCO WHOLESALE #63,95,2001,23,False
STARBUCKS-TICKET COUNTER,95,2007,31,False
CHUGIAK/EAGLE RIVER FOOD PANTRY,100,2016,15,False
CHILDREN'S WORLD,87,2008,58,False
ANCHORAGE MARRIOTT DOWNTOWN,96,2009,43,False
BEAN'S CAFE INC,94,2004,49,False
CARRS #1817 - RETAIL MEAT,100,2008,18,False
"ALASKA MINT, LLC",93,2001,15,False
COLD STONE CREAMERY,100,2007,92,False
THAI GARDEN,96,2003,62,False
BERNIE'S BUNGALOW LOUNGE,87,2006,48,False
EAGLE RIVER SNACK BAR,99,2005,56,False
GUIDOS PIZZA #2,91,2009,50,False
CREEKSIDE ELEMENTARY SCHOOL,100,2006,39,False
BERNIE'S BUNGALOW LOUNGE,88,2004,48,False
ARBY'S,89,2007,128,False
THE SMOKE HOUSE #3,88,2017,13,False
MARX BROTHERS CAFE,100,2005,29,False
MARCO T'S PIZZERIA,97,2016,4,False
CHEPO'S,76,2016,83,False
TACO KING BONIFACE,92,2016,28,False
TESORO -SEWARD HWY - SNACK,93,2016,7,False
DARK HORSE COFFEE CO.,91,2007,37,False
ROUND TABLE PIZZA,87,2018,14,False
CAMP FIRE - HOMESTEAD,100,2007,34,False
FAITH DAY CARE & LEARNING CENTER,98,2016,43,False
BAYSHORE EARLY LEARNING CENTERS,100,2000,22,False
ANCHORAGE MARRIOTT DOWNTOWN,85,2008,43,False
LUIGI'S PIZZA,84,2009,117,False
MILLENIUM HOTEL - FLYING MACHINE,86,2016,123,False
FAT PTARMIGAN MANAGMENT CO,88,2017,19,False
VILLAGE INN #1,93,2008,66,False
WHITE SPOT CAFE,98,2016,3,False
SUITE 100 RESTAURANT,94,2007,52,False
ANCHORAGE COMFORT INN - POOL,100,2004,40,False
LAHN PAD-THAI RESTAURANT,84,2009,102,False
"HILLCREST CHILDREN'S CTR., INC",88,2017,74,False
BOBBY'S CAFE,96,2004,55,False
YUKON CONCESSION,100,2002,24,False
FRED MEYER - RETAIL FISH,97,2001,86,False
FRED MEYER - RETAIL STORE,98,2007,49,False
O'MALLEY ON THE GREEN - RESTAURANT,98,2007,50,False
KOREAN RICE CAKE CO,78,2009,49,False
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2002,28,False
BENIHANA RESTAURANT,85,2016,83,False
TWIN DRAGON,88,2009,127,False
HOLIDAY STATIONSTORE #614 SNACK,95,2016,57,False
ANCHORAGE CHRISTIAN PRESCHOOL,93,2009,48,False
JACKIE'S PLACE,91,2006,95,False
LUIGI'S PIZZA,97,2007,117,False
BRADLEY HOUSE - BAR,100,2003,21,False
SUBWAY OF ALASKA #4802,87,2009,37,False
BAYSHORE EARLY LEARNING CENTERS,100,2002,22,False
SUBWAY,96,2009,99,False
JALAPENOS MEXICAN RESTAURANT,82,2016,104,False
"ALASKA CLUB WEST, THE - SNACK BAR",100,2002,40,False
CARRS #1812 - RETAIL FISH,100,2016,28,False
OUTBACK STEAKHOUSE - BAR,96,2009,36,False
ANCHORAGE COMMUNITY YMCA - KASUUN,97,2018,10,False
PIZZA PLAZA,100,2006,90,False
GWENNIES RESTAURANT,84,2005,126,False
COSTCO WHOLESALE #63 - PROCESSOR,100,2001,24,False
FRED MEYER - DELI,95,2017,189,False
BARTLETT HIGH SCHOOL,100,2006,59,False
BURGER JIM #1,91,2002,101,False
FRED MEYER - RETAIL MEAT,92,2008,77,False
FRED MEYER RETAIL STORE,100,2008,94,False
STOP N SHOP - MANILA BAKE,93,2016,14,False
PEANUT FARM SPORTS BAR & GRILL,90,2009,50,False
NEW SAGAYA MIDTOWN MARKET - DELI,91,2007,87,False
CARRS #1805 - BAKERY,99,2017,29,False
DING HOW RESTAURANT,80,2009,196,False
"ARC ESPRESSO, THE",99,2016,31,False
PETERS CREEK CHEVRON GROCERY & LIQU,93,2016,41,False
UAA-CULINARY ARTS - LUCY CUDDY HALL,100,2015,34,False
BAYSHORE ELEMENTARY SCHOOL,100,2008,40,False
"PERFECT CUP PLUS, THE",92,2000,91,False
CAPTAIN COOK - SPA/ COED,100,2006,29,False
GWENNIES RESTAURANT,83,2004,126,False
WAL-MART SUPERCENTER #2188 - BAKERY,97,2016,16,False
WILLARD BOWMAN ELEMENTARY SCH,100,2018,36,False
BOMBAY DELUXE,95,2006,120,False
TOWNE PLACE SUITES  BY MARRIOTT -SPA,100,2016,17,False
COSTCO WHOLESALE # 63 - BAKERY,100,2008,25,False
GREAT ALASKA PIZZA CO #18,98,2016,27,False
GWENNIES RESTAURANT,81,2008,126,False
KALADI BROS. COFFEE,86,2006,48,False
BARTLETT HIGH SCHOOL,100,2005,59,False
SPENARD ROAD HOUSE - BAR,96,2016,12,False
COSTCO #63 - PIZZA & DELI,100,2008,37,False
BOYS & GIRLS CLUB -MULDOON,91,2008,49,False
HOLIDAY STATIONSTORE SNACK #610,95,2016,38,False
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2017,57,False
HOMESTEAD ELEMENTARY SCHOOL,100,2015,38,False
CHINA TOWN RESTAURANT,92,2016,28,False
ROCHELLE'S ICE CREAM - S,100,2004,17,False
CARRS #1805 - GROCERY,99,2007,42,False
ROCKY MOUNTAIN CHOCOLATE FACTORY,88,2017,7,False
CAFE AMSTERDAM,100,2004,49,False
ANCHORAGE CORRECTIONAL COMPLEX EAST,96,2017,67,False
HOLY SPIRIT CENTER,100,2008,24,False
CARRS #1805 - STARBUCKS,98,2017,23,False
LEROY'S FAMILY RESTAURANT LLC,78,2017,48,False
CARL'S JR RESTAURANT,95,2007,254,False
CAFE AMSTERDAM,84,2006,49,False
RONNIE,86,2007,95,False
MCDONALD'S,96,2007,646,False
EDDIES SPORTS BAR-REST,92,2016,17,False
SOUPER BOWL,93,2009,59,False
UNCLE JOE'S PIZZERIA #4,93,2016,40,False
CAPRI PIZZA,95,2007,28,False
MCDONALD'S,97,2007,646,False
MCDONALD'S,93,2016,646,False
HOLIDAY STATIONSTORE #624,91,2007,28,False
CARL'S JR RESTAURANT,99,2015,254,False
CAMP FIRE - POLARIS,100,2007,21,False
ANCHORAGE RESCUE MISSION,100,2003,59,False
DIMOND SKATE LAND,99,2006,20,False
LITTLE ITALY,94,2016,66,False
PITA PIT,100,2015,15,False
CACHE STORE 2 - SNACK,90,2016,8,False
CARRS #1807- RETAIL MEAT,94,2000,23,False
49TH STATE BREWERY,88,2017,13,False
HILLTOP SKI AREA,100,2015,55,False
BOBBY'S CAFE,92,2015,55,False
MCDONALD'S,100,2004,646,False
DAWG HOUSE CAFE,94,2007,66,False
THAI VILLAGE RESTAURANT,90,2016,85,False
KALADI BROTHERS COFFEE,89,2006,99,False
SOUTH RESTAURANT + COFFEEHOUSE - REST,87,2017,18,False
AFC SUSHI #18 @ FRED MEYER #18,86,2008,51,False
WILMA'S PLACE,100,2004,11,False
JAVA THE HUT,81,2009,79,False
FIRE LAKE ELEMENTARY CAFETERIA,100,2016,38,False
PROVIDENCE HOSPITAL KITCHEN,94,2016,42,False
BEAR VALLEY ELEMENTARY,100,2008,38,False
NORTHWOOD SCHOOL,100,2009,38,False
CRYSTAL CHILD DEVELOPMENT CENTER - RASPBERRY,100,2016,11,False
CAMPBELL ELEMENTARY SCHOOL,100,2016,40,False
BEAR MOUNTAIN GRILL,96,2004,81,False
KING CAREER CENTER,85,2000,28,False
CAFE AMSTERDAM,84,2005,49,False
TESORO NORTHSTORE #80 - SNACK BAR,92,2018,9,False
HOLIDAY STATIONSTORE SNACK #610,95,2007,38,False
CAMP FIRE - RUSSIAN JACK,100,2006,45,False
CENTURY THEATRE,100,2008,31,False
GRUENING MIDDLE SCHOOL,100,2006,40,False
KING CAREER CENTER,81,2000,28,False
BELLA VISTA,98,2017,56,False
"MULDOON FRUITLAND, INC",79,2015,42,False
ANCHORAGE SENIOR CENTER,82,2016,95,False
SEWARD'S FOLLY- BAR,97,2017,11,False
ANCHORAGE SENIOR CENTER,82,2016,95,False
CAMP FIRE - HUFFMAN,100,2008,28,False
FUKUMARU TERIYAKI,98,2016,43,False
SWEET PINK PEPPER,90,2005,154,False
BENIHANA RESTAURANT,89,2005,83,False
OUTBACK STEAKHOUSE REST.,90,2016,124,False
CENTRAL MIDDLE SCHOOL,100,2003,42,False
O'BRADY'S BURGERS #2,82,2009,58,False
BEAN'S CAFE INC,94,2002,49,False
ORGANIC OASIS HEALTH FOODS,93,2007,96,False
FRED MEYER RETAIL STORE,98,2017,94,False
CARRS #2628 - DELI,93,2016,48,False
GALLO'S LOUNGE,96,2004,32,False
LUCKY GROCERY & DELI,100,2016,13,False
CARRS #1813 - SALAD BAR,100,2015,52,False
SOUPER BOWL,78,2006,59,False
HUMPYS GREAT ALASKA ALEHOUSE,98,2016,16,False
GALLO'S MEXICAN RESTAURANT,90,2007,274,False
SCENIC PARK ELEMENTARY SCHOOL,100,2016,38,False
PETROLEUM CLUB OF ANCHORAGE,96,2016,68,False
MARBLE SLAB CREAMERY,89,2009,22,False
AL'S ALASKAN INN,90,2006,30,False
CHINA LIGHTS ORIENTAL CUISINE LLC,84,2017,178,False
NAPOLI'S PIZZA,86,2009,77,False
PEKING WOK,72,2009,271,False
PETER'S SUSHI SPOT,89,2015,56,False
ANCHORAGE RESCUE MISSION,83,2006,59,False
CAPTAIN COOK - SPA/ COED,100,2005,29,False
HOLIDAY STATIONSTORE #607,97,2000,32,False
PAPA JOHN'S RESTAURANT,100,2016,79,False
KALADI BROTHERS COFFEE (PAC),89,2005,27,False
"KOBUK, THE",100,2004,14,False
CARL'S JR RESTAURANT,100,2015,254,False
NEW SAGAYA MIDTOWN MARKET - SALAD,95,2009,41,False
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2016,28,False
TESORO NORTHSTORE #80 - SNACK BAR,100,2017,9,False
"MULDOON FRUITLAND, INC",79,2015,42,False
ROMANO'S,94,2008,54,False
DOWNTOWN SHELL  A & W,86,2006,105,False
ALASKAN RUSTIC MARKET,100,2002,21,False
ANCH HILTON - BRUINS,86,2006,34,False
SUSITNA ELEMENTARY SCHOOL,100,2015,41,False
HOLIDAY STATIONSTORE #637 SNACKBAR,96,2017,39,False
OUTBACK STEAKHOUSE REST.,91,2005,124,False
DOWNTOWN SHELL  A & W,95,2009,105,False
GORSUCH BOY SCOUT CAMP,93,2016,34,False
BERNIE'S BUNGALOW LOUNGE,87,2006,48,False
BERNIE'S BUNGALOW LOUNGE,94,2006,48,False
GALLO'S MEXICAN RESTAURANT,77,2006,274,False
THAI GARDEN,93,2016,62,False
KINLEY'S RESTAURANT & BAR INC,91,2018,71,False
JAVA THE HUT,83,2017,79,False
DENNY'S,85,2017,111,False
"KID'S CORPS, INC - RIDGELINE TERRACE",100,2016,2,False
GASLIGHT BAR,95,2006,18,False
LAS MARGARITAS,98,2004,54,False
KALADI BROTHERS COFFEE CO,91,2015,60,False
HOLIDAY STATIONSTORE #632 SNACK,95,2003,34,False
CARRS #1817 - DELI,89,2001,72,False
CAPTAIN COOK - MAIN KITCHEN,93,2007,40,False
CHAIR 5,91,2015,72,False
NEW ASIA RESTAURANT,94,2015,32,False
KIDS' CORP - MULDOON,100,2007,51,False
MEKONG RESTAURANT,78,2008,86,False
ANCHORAGE COMMUNITY YMCA - POOL,100,2000,53,False
ICHIBAN RESTAURANT,78,2007,125,False
CCS EARLY LEARNING CENTER,100,2015,43,False
AK FRESH SEAFOOD & SPICE,93,2017,13,False
JUDY'S CAFE,84,2006,55,False
AWAIC,88,2018,50,False
L'AROMA BAKERY & DELI - RESTAURANT,97,2008,161,False
"NEW CENTRAL MARKET, THE",92,2006,55,False
KOREAN RICE CAKE CO,89,2015,49,False
BLACK BEAR COFFEE COMPANY,94,2004,55,False
UNCLE JOE'S PIZZERIA #3,93,2006,38,False
FIRETAP RESTAURANT & ALEHOUSE,82,2016,23,False
TIME OUT LOUNGE,96,2018,15,False
SHINES ASIAN FUSION BISTRO,83,2017,54,False
BRIGHT BEGINNINGS EARLY LEARNING,89,2002,134,False
ASIA GARDEN,83,2016,119,False
OCEANVIEW ELEMENTARY SCHOOL,99,2005,39,False
ORSO,88,2018,39,False
BAXTER ELEMENTARY SCHOOL,100,2009,38,False
"OLIVE GARDEN ITALIAN RESTAURANT, THE #4412",83,2015,37,False
VILLA PIZZA,85,2008,68,False
"ALASKA CLUB SOUTH, THE",100,2009,54,False
WHALEY CENTER,100,2016,32,False
FRED MEYER - DELI,92,2008,189,False
CHUGIAK ELEMENTARY SCHOOL,100,2000,41,False
MOCHA MASTERS,92,2016,29,False
NORDSTROM - CAFE EXPRESS,100,2007,38,False
CHARLIE'S BAKERY,93,2017,3,False
"ALASKA CLUB EAST - DECK, THE",100,2001,46,False
JUDY'S CAFE,94,2007,55,False
CENTRAL MIDDLE SCHOOL,100,2006,42,False
RAVENWOOD ELEMENTARY CAFETERIA,100,2017,37,False
MCDONALD'S,95,2015,646,False
CARRS #1802 - DELI,89,2009,56,False
